full_text,filtered
Antara sebab ramai resign selain sebab gaji: Kurang dihargai Kawan kerja toxic Susah grow kat situ Jobscope yang banyak Job mismatch Management merepek Kebajikan pekerja diabaikan Income freelance lebih tinggi Jaga anak Jaga parents tak sihat,ramai gaji kurang harga kawan jahat susah situ repek kebaji abai jaga jaga sehat
Gedik gedik buka cafe buat content a day in my life as a business owner la apa lancau tapi caruman epf staff tak bayar alasan sbb probation taknak bayar gaji kerja 6 hari seminggu 12 jam sehari tak bayar OT. Pastu staff bersuara resign gi hantar surat saman?? Bodoh,gedik gedik buka staff bayar bayar gaji minggu bayar staff suara hantar surat saman bodoh
Bisa gak sih org di kantor gue kalau emang lu udh gak niat kerja Gak masuk ampe 6hari alasan sakit mending lu resign aja. Jadi imbasnya kasian yg sakit beneran sekarang kena potong. Tiap bulan masa sakit 6hari kadang emang rekanan pejabat ini kyak sampah bawa virus bgt,kantor niat sakit mending imbas kasihan sakit kena potong sakit kadang rekan jabat sampah bawa virus
@worksfess Alasan resign kan biar dapet tempat kerja yang lebih baik mungkin kondisi kantor sebelumnya yang bikin dia jadi toxic. Manusia bisa berubah kalau lingkungannya mendukung selama bukan kriminal bisa dipertimbangkan liat aja pas masa probation kalau emang toxic baru cut.,tempat kondisi kantor jahat manusia ubah dukung kriminal timbang lihat jahat
blg mau resign for the first time dgn alasan mau kuliah ke gm dan malah direndahin dgn alasan gw kuliah di ut knp ga sambil kerja aja ok first of all ; 1. tempat kerja lu gila anjg gw disini kerja rodi 10 jam kerja gada istirahat mending klo kerjanya cm duduk dpn komputer-,kuliah kuliah tempat gila rodi istirahat mending duduk komputer
@worksfess maaf oot aku kan mau resign tpi bingung alasan resign nya apa aku resign karna gaji dan jam kerja ga sesuai aku udh dpt back up an. skrng bingung mikirin alasannya saranin alasan resign nya dong ,maaf bingung gaji sesuai bingung saran
@worksfess Ketika ditanya alasan resign dari tempat kerja yang toxic dan memiliki banyak masalah kamu tetap harus menjaga profesionalisme dan memberikan jawaban yang positif. Bicarakan keinginan untuk berkembang dan belajar. Sebutkan keinginan untuk mencari tantangan baru yang,tempat jahat milik masalah jaga profesionalisme positif bicara kembang ajar tantang
Sejak resign ni i memang malas gila nak buat kerja kat company ni banyak gila alasan i bagi untuk make sure i tak stress buat kerja ,malas gila gila pakai stres
Mootsss!! aku keterima kerja di tempat yang baru! langsung di suruh training &amp; ownernya baik banget mau nunggu 1 bulan untuk proses resign ku sat set banget ya allah cuma ditanya nama kerja dimana alasan pindah gaji udah habis tuh ya udah catat nomor saya sekarang ,tempat langsung suruh tunggu proses nama gaji habis catat nomor
tabiat perusahaan emang gtu kali ya kalau ada yg mau resign di beratin gaboleh resign dengan alasan kerja kamu uda bagus gaada yang bisa back up bla bla bla tapi gaji tetep trs uda ngomong baik2 pas resign diomongin dijelek jelekin pas udah gak di perusahaannya,tabiat bagus gaji omong jelek jelek
alasan resign kerja yang masuk akal untuk jaman sekarang = nggaa mood,akal jaman
Alasan belum bisa resign: - gajinya mantap - jam kerja fleksibel - udah dekat sama kolegium - intinya uangnya mantap,gaji mantap fleksibel dekat inti uang mantap
Kerja remote flex hours ngga 100% 8 jam kerja. Kenapa ya harus resign karena alasan kuliah?,kuliah
Uda hampir dua taun resign terus tiba-tiba ditanyain alasan resign yg katanya krn ada masalah sama rekan kerja Turns out rekan kerja yg katanya bermasalah sama aku ini bocor gemboos alias suka gosiiip ‍ Padahal aku g ada masalah apa2 sama dia.,masalah rekan rekan masalah bocor alias suka masalah
-rek aku baru 4bln kerja tp resign krn lingkungan toxic lek ntar ada interview alasan keluar grgr pengurangan karyawan gmn? akuu mls njelasin pjg lebar /gmn? makasihh,jahat entar gara-gara kurang karyawan lebar
Emg jahat bgt nih bos ku nih tmn2 ku yg udh resign blm di tf gajinya alasan KPI mereka gak memenuhi fakta di lapangan mreka kerja sngat maksimal begadang2 mereka sllu plg blkangan dr yg lain dg jobdesk yg gila gaji minim. Even yg resign msh dipersulit.,jahat teman gaji penuh fakta lapang maksimal pulang gila gaji minim sulit
Work! Guys tolong doain aku ya hari ini aku resmi resign dari bank swasta sbg kartap krn lolos pppk kementrian dan aku downgrade gaji. Semoga ini keputusan yg tepat untuk aku switch karir dan lebih dijauhkan dari riba,tolong resmi bank swasta lolos gaji putus karir jauh riba
Resign / pindah kantor 1 kali dari tempat kerja dengan alasan bos atau kawan sekantornya toxic masih bisa di terima. Tapi resign / pindah kantor sampai 3 kali NAAAH ITU MESTI NGACA bisa jadi DIRI SENDIRI YANG TOXIC.,kantor tempat kawan kantor jahat kantor mesti kaca jahat
Ini lah kenapa gw resigned dan #KaburAjaDulu sebelum ada layoff besar2an. Gaji gw sih gak segini tapi menurut gw tetep overpriced () krn gw nego banget pas offering; biar gak jomplang sama team yg di SG. Karena gw gak mau ngerasain downgrade salary makanya gw kabur aja ,besar gaji jomplang rasai gaji kabur
@worksfess Gue resign min 1 th kerja Dan semua alasan diterima dengan baik Kantor 1 : Bos sering marahin di public space Kantor 2 : Telat bayar gaji Kantor 3 : SOP ganti tiap 3 bulan sekali jdi sulit buat improve Jdi ksih alasan resign tuh yg klo lo tetep disitu lo ga bisa berkembang,kantor kantor telat bayar gaji kantor ganti sulit kasih situ kembang
memang selain cewe itu gua juga mau resign karena lingkungan kerjaan toxic kayanya emg manusia nya kaya gitu semua deh mana kaloo gajian separo2 kalo salah udah di katainnya bahasa binatang guys gua baru 3 bulan aja udah pusing di tambah si cewe ini haduh keputusan terbaik,jahat kaya manusia gaji salah bahasa binatang pusing aduh putus
Belum 1 bln dpt ART tetiba dia resign alasan: mesti jaga cucu krn anaknya diterima kerja. Kzl banget dan udah mau perhitungan soal gaji suami bilang: gaji dia sebulan penuh krn dia bersih dan baik. Hhh beruntung punya suami yg bisa ngingetin rasa kzl ilang,tetiba mesti jaga cucu hitung gaji suami gaji penuh bersih untung suami rasa hilang
@worksfess first banget pasti ditanya; coba perkenalkan diri kamu serta pengalaman kerja alasan kenapa kamu harus diterima dikerjaan ini apa? boleh ceritakan pengalaman serta pencapaian apa selama kerja disana? Alasan resign ditempat kerja apa?,pasti kenal alam alam capai tempat
work! kalo kita resign alasannya karna tempat kerja toxic overload gada uang lembur kena potongan mulu tgl merah kena potong. terus katanya kan kita ga boleh ngejelekin tempat kerja dulu waktu di interview terus kalo gitu jawabnya gimana ya?,tempat jahat uang lembur kena potong tanggal merah kena potong tempat waktu
Niat ijin resign sama mas bos malah ditawarin gaji 2x Alasan capek malah dikasih fasilitas kamar buat bobo pas jam kerja Alasan apa lagi ya .. ? Aslinya ak resign karna ada 2 ipar yg mau nafkahin. Masak iya alasannya ini ,niat ijin gaji capek kasih fasilitas kamar bobo asli ipar nafkah masak
@worksfess Sebaiknya saat ditanya alasan resign jawab dengan tindakan yang akan kamu lakukan selanjutnya. Misal: Mau cari pengalaman baru 1️⃣ Jelaskan bahwa kamu ingin mencari peluang baru yang sesuai dengan tujuan karir dan keahlianmu 2️⃣ Sebutkan keinginanmu untuk berkembang ️,tindak laku alam peluang sesuai tuju karir ahli kembang
work! ini aku mau resign tapi kata bos aku harus nyari pengganti yg skill nya sm ky aku kl bisa lebih aku udah usaha nyari tapi blm dapet2 krn orang2 pada gamau soalnya gajinya under 2jt kerja 12 jam kadang lebih gada uang makan &amp; tunjangan apapun selain gaji aku (cont..),ganti kaya gaji kadang uang makan tunjang gaji
work! ada gaksih yg pernah resign dg alasan udah ketrima kerja di perusahaan A tapi bilangnya di perusahaan B. aku bohong karena aku ketrima diperusahaan biasa yg gajinya downgrade. ceritain pengalaman kalian ya,bohong gaji alam
work! Aku saat ini udah kerja tadi dapat undangan interview di tempat yang menurutku lebih baik. Nanti pas interview jujur kalau masih kerja ga masalah kan ya? Sama tolong kasih referensi jawaban alasan ingin pindah (aku ingin resign karena jam kerja yang over (cont),undang tempat jujur masalah tolong kasih referensi over
Work! CW // Gaji Aku ngajuin resign karena alesan kenaikan gaji dan gajiku 3 tahun ko setara sama anak baru terus langsung mau dinaikin. Kalo bisa naik kenapa ga dari dulu? Kenapa pas ngajuin resign baru naik? ,gaji naik gaji gaji tara langsung naik naik
work! CW // GAJI | RESIGN resign dengan alasan gaji kecil (cukup kalau buat kebutuhan tapi gabisa nabung) &amp; gapernah diapresiasi atasan setelah ngerjain tugas dia gapapa ga? belum ada backup soalnya undangan seleksi sll waktu jam kerja (6 hari kerja) :),gaji gaji kecil cukup butuh apresiasi tugas undang seleksi waktu
gw mutusin buat resign alesannya krn lingkungan kerjanya ga nyaman gada jenjang karir dan gaji sgitu2 aja jenuh bgt kek gw mikir mau sampe kapan gw jadi karyawan terus ya sebenernya si uda mau resignnya dah dari bbrp tahun lalu cuma nyokap gw ga stuju krn takut gw ga dpt,putus nyaman jenjang karir gaji jenuh karyawan nyokap tuju takut
@worksfess Tetep resign. Kan katanya balik lagi yaudah resign dulu sebulan trus rehire abis itu. Kontrak baru dengan gaji yg dijanjiin naik itu. Jangan mudah percaya kata kata naik gaji sampe ada bentuk tertulis di kontrak yg mengikat nder. I learnt it the hard way wkwkwj,habis kontrak gaji naik mudah percaya naik gaji bentuk tulis kontrak ikat
berkembang karena kurang modal dan di kota kecil kalian bakal ambil kesempatan itu atau gak? (Alasan resign waktu itu karena permasalahan visa kerja dinegara bos WNA),kembang kurang modal kecil ambil waktu masalah visa
@tanyakanrl Berati dia udah menahan diri dari lama Karena lingkungan kerja toxic Faktor gaji tekanan kluarga atau paling memungkinkan dia dpt tempat kerja baru yg lbih menjanjikan,arti tahan jahat faktor gaji tekan keluarga tempat janji
Konten kreator yg juga guru PNS resign dgn alasan lingkungan kerja toxic. Ternyata yg buat lingkungannya toxic akibat ulah dia sendiri.,konten kreator guru jahat nyata jahat akibat ulah
Waktu pandemik ni kalau masih dibayar gaji dan selesa dengan kerja korang relaks dulu. Jangan fikir untuk tukar2 kerja atau berhenti kerja. Aku berhenti kerja 4 bulan sebelum pandemik dan tak tahu benda akan jadi macam ni. Kalau tahu memang aku tak berhenti kerja waktu tu.,waktu pandemik bayar gaji selesa relaks fikir henti henti pandemik benda henti waktu
 Kalau nak gaji naik cepat jump company Yes that works but it s not as simple as that. There are things that you need to do before hand as well as what not to do if you go through this situation 1/ Do: Achieve something first,gaji naik cepat
@hrdbacot Jawabanya boleh pilih salah 1: 1. Saya merasa kemampuan saya bisa lebih berguna dan lebih dihargai ditempat baru ini 2. Ditempat lama kesempatan untuk berkembang/naik level tertutup karena atasan saya yg baru datang bawa gerbong rombongan Dua duanya manjur sih selama ini dipake,pilih salah rasa mampu harga tempat tempat level tutup bawa gerbong rombong manjur pakai
Inget ya kalo pindah kerja belum menjamin lu aman dan benefit yang lu terima lebih baik dari sebelumnya. lu harus menyesuaikan culture dan kinerja supaya lolos performance review. ada yg pengalaman meninggalkan kenyamanan di perusahaan sebelumnya tapi dpt malah lebih g enak.,jamin aman sesuai lolos alam nyaman enak
 Job Hopping atau lompat kerja tak semestinya benda tak bagus. Job hopping sesuai untuk korang yang nak career advancement &amp; higher salary. Cuba baca ni. https://t.co/IHSVd4QnsO,lompat mesti benda bagus sesuai gaji baca
WFH itu cuma memindahkan tempat kerja jam kerjanya tetap. bukan berarti WFH terus seenaknya berpikiran ah kamu kan WFH bisa kapan saja ngerjainnya bukan begitu ayam sayur WFH itu ya harus sesuai koridor time frame dan schedule di kantor. cuma tempat kerjanya yang pindah.,tempat arti enak ayam sayur sesuai koridor kantor tempat
nggak. pekerjaan itu enaknya jadi tempat kita belajar tempat kita tumbuh tempat kita serve for a bigger purpose. kalau cuma datang kerja pulang gajian tanpa mikirin bigger purpose ini hari-hari akan terasa seperti robot aja. ttd 18 years &amp; counting in the same company,enak tempat ajar tempat tumbuh tempat serve pulang gaji robot
Setelah beberapa tahun di sini memang ada perubahan mentalitas. Misal: 1. Malu kalau telat. 2. Di luar jam kerja ga wajib ikut acara kantor kalau ada urusan pribadi yg lebih penting. Ga pernah ada yg nyindir/nyinyir. 3. Atasan boleh didebat. Mereka juga manusia yg bisa salah.,ubah mentalitas malu telat wajib acara kantor urus pribadi debat manusia salah
Job hopping ni perlu: 1. Bila bangun pagi kau dah takda semangat nak pergi kerja. 2. Bila kau dah tepu dengan kerja rutin. 3. Bila kau rasa dah tak boleh nak gain knowledge dan tak boleh nak enhance skill. 4. Bila kerjaya kau mcm mati kat situ 5. Bila gaji kau dah tak setimpal,bangun pagi semangat pergi tepu rutin rasa gain mati situ gaji timpal
standarnya kalau pindah itu minta gaji kenaikan 30% ya? ngga harus kok. pernah ada yang pindah naik gajinya 100% sampai 150%. itu gimana kita aja punya value dan pintar ngemas diri.,standar gaji naik naik gaji pintar
NAK TUKAR KERJAYA? PREPARE 6 PERKARA NI 1- Bersedia untuk dapat gaji yang lebih rendah. 2- Research pasal jawatan tu. 3- Set satu matlamat. 4- Kembangkan skills. 5- Customise resume. 6- Sediakan jawapan bila ditanya kenapa nak tukar kerjaya masa dalam interview nanti. ,tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar
Kerja sebaik2nya itu efeknya ke diri sendiri. Skill nambah gaji meningkat disukai perusahaan daya tawar makin tinggi. Bahwa seseorang resign trus langsung ada gantinya ya karena nature bisnis begitu harus bergerak cepat. Ini bukan alasan buat kamu kerja seadanya.,efek gaji tingkat suka daya tawar langsung ganti bisnis gerak cepat
Rule of seven : apabila dalam 7 tahun berkarir perkembangan karir dan penghasilan tidak sesuai harapan saatnya pindah. 3 faktur utama bertahan / pindah : 1. Cukup perut 2. Cukup hati 3. Cukup otak,kembang karir hasil sesuai harap faktur utama tahan cukup perut cukup hati cukup otak
@alief_an Kerja sebaik2nya itu efeknya ke diri sendiri. Skill nambah gaji meningkat disukai perusahaan daya tawar makin tinggi. Bahwa seseorang resign trus langsung ada gantinya ya karena nature bisnis begitu harus bergerak cepat. Ini bukan alasan buat kamu kerja seadanya.,efek gaji tingkat suka daya tawar langsung ganti bisnis gerak cepat
TANDA-TANDA TEMPAT KERJA BERTOKSIK 1- Boss yang negatif 2- Pressure sampai rasa nak marah je. 3- Malas nak pergi kerja 4- Environment kerja yang teruk 5- Officemate kaki bawang 6- Kau tak kipas kau tak naik gaji Wey kaki bawang ubahlah perangai tu. Orang lain nak kerja wey,tempat negatif rasa marah malas pergi teruk kaki bawang kipas naik gaji kaki bawang ubah perangai
Dihubungi masalah kerjaan di luar jam kerja? France di artikel 2016 ini berencana ngasih perlindungan karyawan dihubungi masalah kerjaan di luar jam kerjanya. Komunikasi yang overload bisa ngaruh ke kesehatan mental. https://t.co/chx9rIzAUv,hubung masalah artikel rencana asih lindung karyawan hubung masalah komunikasi sehat mental
dan tanpa alasan yang memang urgen dan ga bisa ditawar (misalnya toxic environment di tempat kerja) ini akan jadi red flag bagi employer bahwa nih orang ga loyal. Buat apa diterima di perusahaan kalo emang dia kutu loncat. Buang-buang hiring dan onboarding budget.,urgen tawar jahat tempat loyal kutu loncat
@hzboy Kenal dg seseorg yg pernah kerja di start up. Kondisi mental akhirnya pengaruh ke fisik. Kena gerd parah sampe rawat inap bbrp lama. Operasi juga. Dia putuskan resign dan pindah kerja walopun gaji lebih kecil. Alasannya waktu gue tanya: aku masih pengen hidup mbak,kenal start kondisi mental pengaruh fisik kena parah rawat inap operasi putus gaji kecil waktu hidup mbak
NAK TUKAR KERJAYA? PREPARE 6 PERKARA NI. 1- Bersedia untuk dapat gaji yang lebih rendah. 2- Research pasal jawatan tu 3- Set satu matlamat 4- Kembangkan skills 5- Customise resume 6- Sediakan jawapan bila ditanya kenapa nak tukar kerjaya masa dalam interview nanti. ,tukar perkara sedia gaji rendah pasal jawat kembang resume sedia tukar
Ternyata bener ya posisi gambar sama kursi pengaruh banget ke lama jam kerja. Semenjak pindah ke meja (dulu di kasur tapi jatuhnya kayak lesehan) dan ganti kursi hampir ga pernah sakit pinggang lagi ,nyata posisi gambar kursi pengaruh semenjak meja kasur jatuh leseh ganti kursi sakit pinggang
Dosa banget ya aku mutus tali silaturahmi sama temen. Aku ngerasa aku tuh toxic buat mereka aku terlalu banyak bawa pengaruh buruk ke mereka jadi aku putusin buat putus kontak nanti setelah pindah kerja.,dosa tali silaturahmi teman rasa jahat bawa pengaruh buruk putus kontak
Tiada kenaikan gaji masalah pengurusan bebanan kerja yang banyak kekurangan fleksibiliti dan kewangan yang tidak sihat juga merupakan faktor mereka ingin berhenti. #AWANInews #AWANIpagi https://t.co/fQ6i9568PE,tiada naik gaji masalah urus beban kurang wang sehat rupa faktor henti
@SyukBagiKerja Saya baru 2 3 bulan stres rasa nak resign. Tup tup jadi 2 tahun kerja situ. Sebab fikir perlunya duit. Masa itu sudah kalis toxic dan handle stress with care dan juga membaca 55 Petua Seronoknya Bekerja https://t.co/DJEmdtaWE9,stres rasa situ fikir duit kalis jahat stres baca seronok
Suatu waktu Yumi mendapatkan rekomendasi untuk pindah pada managemen pemasaran salah satu bidang yang memiliki pengaruh besar di perusahaannya. Saat itu Yumi selalu minta pendapat dari rekan kerja dan kekasihnya.,waktu rekomendasi managemen pasar salah bidang milik pengaruh besar rekan kasih
dengan bos gue dulu dengan menunjukkan juga loyalitas dan hasil kerja gue yang sesuai dengan ekspektasinya dia. Kalo lo pindah-pindah tiap ada tawaran gaji lebih tinggi elo akan melewatkan kesempatan lo membangun kepecayaan seperti ini. Lo akan sulit berkembang jauh.,loyalitas hasil sesuai tawar gaji bangun sulit kembang jauh
@pinotski Agree bang gue merasakan hal yg sama Dulu PP Jakarta Bogor ke kantor + kondisi kerja di Jakarta itu bikin stress saat Pindah ke SYD itu berasa banget bedanya padahal tinggal jauh dari kantor di North Ryde. Behavior kantor dan Ambience tempat tinggal jg pengaruh,bang rasa jakarta bogor kantor kondisi jakarta stres beda jauh kantor kantor tempat pengaruh
@aldinalsya @putripitaloka1 Bukan cuma itu aja sih alasannya bisa aja udah kerja tapi lingkungan toxic akhirnya keluar lingkungan bagus malah bosnya yg toxic dapet yg bagus tapi agak keteteran (misal jauh dari rumah atau kalau kos mahal) atau job desknya terlalu over jadi ngerasa sering stress dll,jahat bagus jahat bagus keteter jauh rumah mahal over rasa stres
BDR: Jangan ganggu pekerja luar waktu pejabat hormati masa rehat https://t.co/Eon5BgZnUN Komunikasi pekerjaan tetap hanya dalam tempoh lapan jam mengikut Akta Kerja 1955 dan sekiranya ia lebih pada waktu tersebut pihak majikan perlu bayar elaun tambahan ,ganggu waktu jabat hormat rehat komunikasi tempoh akta sekira waktu majikan bayar
Tentu peran HR juga memiliki andil gede buat karyawan Ada 3 hal biasanya yg menjadi latar belakang kuat orang bekerja: -Karena gaji -Karena ingin gain koneksi -Karena learning opportunity/career dev Nah pastikan program2 HRD yg udah dibikin kena sasaran ke 3 hal ini,peran milik andil besar karyawan latar kuat gaji gain koneksi pasti kena sasar
Pindaan Akta Kerja 1955 berkuatkuasa 1 September 2022. 1. Cuti bersalin dari 60 hari jadi 98 hari 2. Cuti paternity 7 hari 3. Waktu bekerja dari 48 jam jadi 45 jam Kita sebagai pekerja kena ambil tahu benda-benda ni.,pinda akta september cuti salin cuti waktu kena ambil
UU Cipta Kerja (omnibus law) telah berjalan 2 tahun Ini yg telah dicapai Oktober 2022 PHK meningkat tajam Krn omnibus law sejatinya diciptakan negara &amp; dipesan oligarki utk: Kemudahan PHK Mengurangi pesangon Upah murah Privatisasi hub. kerja Pengurangan buruh tetap https://t.co/4SCc4qXs05,cipta omnibus jalan capai oktober tingkat tajam omnibus sejati cipta oligarki mudah kurang sangon upah murah privatisasi hubung kurang buruh
Antara sebab kenapa ramai berhenti kerja selain dari gaji: 1- Kurang dihargai 2- Kawan kerja yang toxic 3- Tak ada career growth 4- Jobscope &amp; beban kerja yang belambak 5- Job mismatch 6- Management merepek 7- Kebajikan pekerja diabaikan 8- Income jadi rider lagi tinggi,ramai henti gaji kurang harga kawan jahat beban repek kebaji abai
Work! Resign karena boss yg toxic pas pindah 3 bulan kemudian si boss ikut pindah ke kantor baru dan jadi boss lagi,jahat kantor
Ada jurnal yg isinya riset korelasi antara jarak dan waktu tempuh selama di dalam commuter/angkutan umum dengan tingkat stress pegawai hasilnya? Berkorelasi positif semakin lama berkomuter utk ngantor semakin rentan terhadap stress dan masalah psikis lainnya,jurnal riset korelasi jarak waktu tempuh tingkat stres pegawai hasil korelasi positif komuter rentan hadap stres masalah psikis
Pindah-pindah kantor dalam waktu dekat bisa bikin gaji naik cepat tapi mungkin bukan strategi yang terbaik untuk jangka panjang. Sebuah utas tentang perspektif HRD dan perusahaan terhadap hal tersebut: https://t.co/9TkEeQ7SdJ,kantor waktu dekat gaji naik cepat strategi jangka buah utas perspektif hadap
Kerja itu jangan cuma ngincer gajinya aja. Jangan sampai tiap bulan hanya bawa pulang gaji doang. Apalagi buat anak muda. Rugi. Makanya usahakan bawa pulang printer monitor atau inventaris kantor lainnya biar lebih untung.,gaji bawa pulang gaji doang muda rugi bawa pulang monitor inventaris kantor untung
TERKINI: Pengurangan waktu bekerja mingguan daripada 48 jam kepada 45 jam akan dikuatkuasakan bermula 1 September ini Pindaan bagi Akta Kerja 1955 ini juga perkenal aturan kerja fleksibel bagi membolehkan pekerja mohon bekerja dari rumah untuk situasi terdesak seperti COVID19 https://t.co/wbkeJYOJdS,kurang waktu minggu september pinda akta kenal atur fleksibel mohon rumah situasi desak
culture shock kerja kantoran : lembur ga dibayar bahkan pulang malem itu adalah sebuah budaya haram hukumnya pulang on time di pabrik jam 16.00 itu ada bel pulang dan semua karyawan pulang (pergantian shift). work! https://t.co/NkFLB8jxbK,kantor lembur bayar pulang malam buah budaya haram hukum pulang pabrik pulang karyawan pulang ganti
Kalo di Jabodetabek udh wajar kalo job hopper (alias kutu loncat) setiap 1-2 tahun pindah kerja gaji naik 30-50% per tahun atau per pindahan. Nah kalo yang kerja di daerah yg lapang kerjanya terbatas atau ump nya rendah kira bisa dpt privilege yg sama g ya? Coba ceritain dong.,jabodetabek wajar alias kutu loncat gaji naik daerah lapang rendah
work! knp ya orang2 suka banget nyuruh keluar dari zona nyaman dalam perihal pekerjaan. bukannya yang dicari itu nyaman? gaji engga gede tapi cukup utk kebutuhan &amp; lingkungan kerja fine2 aja kok disuruh cari yg lebih baik terus. tolong kasi aku paham. https://t.co/mdIa23NZul,suka zona nyaman perihal nyaman gaji besar cukup butuh suruh tolong kasih paham
Sama mungkin jangan lompat lompat dulu. Kalo company lu relatif stabil dan udah cetak revenue stay aja dulu disana sampai badai reda. Kan ga asik ya udah goreng gaji pindah company eh 3 bulan kemudian kena layoff,lompat lompat relatif stabil cetak badai reda asik goreng gaji kena
Antara sebab kenapa ramai berhenti kerja selain dari sebab gaji: 1- Kurang dihargai 2- Kawan kerja yang toxic 3- Tak ada career growth 4- Jobscope &amp; beban kerja yang belambak 5- Job mismatch 6- Management merepek 7- Kebajikan pekerja diabaikan 8- Tak ada work-life balance Lagi?,ramai henti gaji kurang harga kawan jahat beban repek kebaji abai
TERKINI: Kuat Kuasa Pindaan Akta Kerja 1955 Ditangguh 1 Januari 2023 Antara perubahan dlm akta berkenaan adalah berkaitan waktu bekerja bakal dikurangkan kepada 45 jam cuti bersalin isu pengiraan gaji 'overtime' &amp; sebagainya. Ia dijangka bakal dilaksana 1 September namun.. https://t.co/aMWSbOWOi0,kuat kuasa pinda akta tangguh januari ubah akta kena kait waktu kurang cuti salin gaji jangka laksana september
Di dunia kerja kantoran kesalahan kerja bisa dipecat &amp; hilang gaji bulanan. Kalau di sana kerja gak bener sampai hilang nyawa cuma pindah tugas &amp; tetep gajian. Enak bener~,dunia kantor salah pecat hilang gaji hilang nyawa tugas gaji enak
@worksfess Lama lama ini bisa jadi toxic sih ke dirimu sendiri atau kerjaan kamu. Kalo sampe kamu cepetnya ga masuk akal sampe rela begadang tetep kerja pas libur dan lain lain buat menyaingi rekan kerja kamu kasian yang lain lama lama. Kerja efektif sesuai jam keliatan jadi pemalas,jahat akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas
Kalau amit² dapat perusahaan baru ternyata isinya toxic.. Diliat dulu ya dampaknya ke diri kita.. Impact ke performa kerja aja atau sampai ke mental-fisik efeknya? Kalau sampai sakit mengigau kerjaan saat tidur pikiran jadi negatif terus.. Resign. No kompromi. Sehat nomor 1.,amit nyata jahat lihat dampak performa efek sakit igau tidur negatif kompromi sehat nomor
Wajar aja si Vlahovic reject Arsenal. Bukan karna Arsenal nya tapi ARTETA nya. Pemain pindah itu ada pengaruh juga sama siapa yg melatih kalau uang transfer dan gaji bukan masalahnya. Jadi salahin Edu yg gak bisa kerja dan Arteta si pelatih medioker.,wajar arsenal arsenal main pengaruh latih uang transfer gaji masalah salah latih medioker
@worksfess Gak salah sebenernya kerja ya pilihannya cari duit / kenyamanan atau cari pelajaran / pengalaman. Kalo masih muda baiknya yang ke 2. Saran aja kalo emang mau cari tempat baru pastiin tempat yang baru ini gak toxic. Kalo udah confirm dapet baru resign jangan sampe jobless.,salah pilih duit nyaman ajar alam muda saran tempat tempat jahat
Di skala yg lbh luas sudah terbukti jam kerja berantakan dan overwork berpengaruh buruk pada performa dan decision making skill yg di profesi kami taruhannya nyawa. Sudah bukan jamannya gagah-gagahan bisa kerja sampai ga tidur 5 hari. Itu cuma menunjukan kebodohan dan keegoisan.,skala luas bukti beranta pengaruh buruk performa making profesi taruh nyawa jaman tidur bodoh egois
@notsoaidil Expand remote working culture. 1. Kurang pemusatan ekonomi di kl/sngor. 2. Majukan ekonomi setempat. 3. Kurang jem - daily dan perayaan. 4. Kurang pencemaran. 5. Kurang stress. 6. Lebih masa dgn family. 7. Jimat kos - untuk syarikat dan staff. 8. Jimat masa.,kurang pusat ekonomi maju ekonomi tempat kurang raya kurang cemar kurang stres jimat syarikat staff jimat
It s really inconvenient how every time we transfer workplaces we have to transfer residences din. Even if the new job is still within NCR a few additional kilometers of commute already doubles the stress experienced expenses incurred and time consumed.,transfer transfer stres
How to pivoting your career kalo kamu pengen pindah industri yg lagi berkembang? Coba perhatikan transferrable skills ada 6: Teamwork Creative Problem-Solving Critical Thinking Adaptability ️ Communication 6 Skills ini bisa kamu jual dan kepake dimana2,industri kembang perhati jual
@hrdbacot Di tempat yg baru belum tentu sebaik yg kamu pikirkan. Learn how to rest not to quit. Tapi kalo menurut kamu tempat awal bener2 ga bisa buat kamu berkembang dan ga baik buat kesehatan. Maka pilihan 2 bisa jadi pilihan yg baik,tempat tempat kembang sehat pilih pilih
aku cewe kerja baru 5 hari - pulang jam 6 sore - bos galak - selama jam kerja ga boleh main hp - sabtu masuk - tgl merah masuk - jarak rumah ke kantor 23km kerja baru 4 hari dan takut gabisa work! life balence karena mnrt ku itu penting tanggapan kaliaj gimana?,pulang sore galak main sabtu tanggal merah jarak rumah kantor takut tanggap
boleh dikatakan bila someone tu stress dekat tempat kerja bukan disebabkan job yang dia kerjakan tetapi ada some perangai dekat tempat kerja itu sendiri. toxic environment &amp; boleh dijadikan salah satu punca someone tu berhenti kerja. sebab mental health banyak terganggu,stres dekat tempat perangai dekat tempat jahat salah punca henti mental ganggu
@worksfess Lingkungan kerja pengaruhnya besar sih kak. Sebagai FG tahun pertama ga berharap banyak itung² masih cari pengalaman juga workload banyak gaji kecil masih bisa handle tapi lingkungan kerja toxic ga bisa Mau ngomong ke HR masalah lingkungan kerja nanti dicibir co-workers,pengaruh besar harap alam gaji kecil jahat omong masalah cibir
